establishment_name,address,district,inspection_date,establishment_grade
QUICK PICK FOOD MART,1200 E HOWARD AV,14,7/23/2020,A
QUICK PICK FOOD MART,1213 E HOWARD AV,14,2/1/2018,A
QUICK PICK FOOD MART,3332 W LINCOLN AV,8,11/18/2019,A
QUICK PICK FOOD MART  (1203),1203 E OKLAHOMA AV,14,7/17/2019,A
QUICK PICK MOBILE,1127 E OKLAHOMA AV,14,1/30/2020,A
QUICK STOP FOODS,416 E NORTH AV,6,5/16/2019,A
QUICK STOP FOODS,416 E NORTH AV,6,5/16/2019,Pending
QUICK STOP FOODS (ID# 0797),416 E NORTH AV,6,1/22/2019,Temporarily Closed
QUICK STOP FOODS (ID# 0797),416 E NORTH AV,6,1/22/2019,Temporarily Closed
QUIZNOS - CONCESSIONS MALL,5300 S HOWELL AV,13,7/3/2019,A
QWICK PANTRY,2336 W WISCONSIN AV,4,8/4/2020,A
R CAFE & CATERING,814 W WISCONSIN AV,,9/23/2019,A
R M PETROLEUM,1801 W GREENFIELD AV,12,3/12/2019,A
RACKS FULL OF SNACKS,240 W WELLS ST,4,1/21/2020,A
RADISSON HOTEL MILWAUKEE AIRPORT,6331 S 13TH ST,,11/27/2019,A
RALPH'S COFFEE BAR,4538 W LISBON AV,15,4/18/2019,A
RALPH'S COFFEE BAR,4538 W LISBON AV,15,4/18/2019,A
RAMA FOOD,6730 W VILLARD AV,2,12/18/2019,B
RAMALLAH GRILL,855 W LAYTON AV,13,9/24/2019,P
RARE STEAKHOUSE,833 E RESERVOIR AV,4,7/24/2019,A
RAVI BEHL,1930 W MORGAN AV,13,4/5/2019,Pending
RAVI BEHL,1930 W MORGAN AV,13,4/5/2019,A
RAW BAR,2238 N FARWELL AV,,12/2/2019,A
REAL CHILI,419 E WELLS ST,4,1/27/2020,A
REAL CHILI,419 E WELLS ST,4,1/27/2020,A
REAL CHILI,419 E WELLS ST,4,1/27/2020,A
REAL CHILI,1625 W WELLS ST,4,10/17/2019,A
REAL CHILI,419 E WELLS ST,4,1/14/2019,A
REAL DOGGS ID #0590,800 N MILWAUKEE ST,4,8/16/2019,MA
RED ELEPHANT CHOCOLATE,333 N RIVERWALK WA,4,6/19/2019,A
RED JUNE CAFE,773 N JEFFERSON ST,4,1/15/2020,A
RED LION PUB ON TANNERY ROW,1850 N WATER ST,3,1/29/2018,A
RED LION PUB ON TANNERY ROW,1850 N WATER ST,3,1/27/2020,A
RED ROCK SALOON MILWAUKEE,1225 N WATER ST,4,11/12/2019,A
RED SNAPPER FISH COMPANY,6016 W LISBON AV,10,7/23/2019,A
RESTAURANT OPERATION- CAMBRIDGE CAFE,2323 N CAMBRIDGE AV,3,5/7/2019,A
RESTAURANT OPERATIONS- ATHLETIC CONCESSIONS  (SOCCER FIELD AREA),2033 E HARTFORD AV,3,11/27/2019,A
RESTAURANT OPERATIONS- ATHLETIC CONCESSIONS (KLOTZKE BUILDING),3409 N  DOWNER AV,3,11/27/2019,A
RESTAURANT OPERATIONS- DENMARK LOUNGE (ENDRIES),2400 E HARTFORD AV,3,2/5/2020,A
RESTAURANT OPERATIONS- NWQ(NORTHWEST QUADRANT),3321 N MARYLAND AV,3,11/25/2019,A
RESTAURANT OPERATIONS- PALM GARDENS (SANDBURG HALL),3400 N MARYLAND AV,3,10/24/2018,A
RESTAURANT OPERATIONS- RESTOR+MORE,2200 E KENWOOD BL,3,5/8/2019,A
RESTAURANT OPERATIONS- RESTOR+MORE (SANDBURG HALL),3400 N MARYLAND AV,3,11/25/2019,A
RESTAURANT OPERATIONS- SANDBURG CAFETERIA,3400 N MARYLAND AV,3,11/27/2018,A
RESTAURANT OPERATIONS- THE GRIND (EMS BUILDING),3200 N CRAMER ST,3,11/25/2019,A
RESTAURANT OPERATIONS- THE GRIND(NWQ),3221 N MARYLAND AV,3,10/24/2018,A
RESTAURANT OPERATIONS- THE LIBRARY,2311 E HARTFORD AV,3,2/3/2020,A
RESTAURANT OPERATIONS-THE GRIND (SANDBURG HALL),3400 N MARYLAND AV,3,10/24/2018,A
RESTAURANTE EL COMEDOR,1039 W NATIONAL AV,12,2/21/2019,A
RESTAURANTE EL COMEDOR (ID#0678),1039 W NATIONAL AV,12,9/10/2018,MA
RESTAURANTE EL COMEDOR (ID#0678),1039 W NATIONAL AV,12,6/3/2019,MA
RESTAURANTE EL LOCAL,1801 S 11TH ST,12,12/23/2019,A
RESTAURANTE EL SALSA,117 W OKLAHOMA AV,14,7/11/2019,A
RESTAURANTE JUQUILITA,2344 S 27TH ST,8,2/25/2019,B
RESTAURANTE LATINO EXPRESS ID #0683,1117 W LINCOLN AV,12,7/23/2019,MT
RETOX MARTINNI LOUNGE,6901 W BROWN DEER RD,9,5/30/2019,A
REY'S CAFE,6800 W BROWN DEER RD,9,4/9/2019,A
REYNOLDS PASTRY SHOP,3525 W BURLEIGH ST,7,10/1/2019,A
RICANMEX FRAPPES & GRILL,2940 S 13TH ST,,1/9/2020,A
RICE N ROLL BISTRO,1952 N FARWELL AV,3,10/16/2019,A
RICHARD'S CAFE,700 W VIRGINIA ST,12,10/21/2019,A
RICHARD'S GROCERY,2438 W GREENFIELD AV,8,7/9/2019,A
RIKY ICE CREAM #0106,2009 S 6TH ST,12,9/15/2019,MA
RING FOOD MART,3432 W SILVER SPRING DR,1,7/31/2019,Pending
RISE AND GRIND CAFE & MARKET,2737 N MARTIN L KING JR DR,6,10/2/2019,A
RITZ FOOD MARKET,5834 W VILLARD AV,2,5/30/2019,A
RIVERFRONT PIZZERIA BAR AND GRILL,509 E ERIE ST,4,7/23/2019,A
RIVERVIEW CAFE,2340 N COMMERCE ST,,3/10/2020,A
RIVERWALK CAFE & ESPRESSO BAR,735 N WATER ST,4,6/27/2019,A
RIVERWEST FOOD CO OP,733 E CLARKE ST,3,2/10/2020,A
RIVERWEST PIZZA CO.,932 E WRIGHT ST,3,2/12/2020,A
RIVERWEST PUBLIC HOUSE COOPERATIVE,815 E LOCUST ST,3,8/22/2019,A
RIVERWEST TAVERN,900 E AUER AV,3,10/25/2019,A
RIVIERA MAYA RESTAURANT,2258 S KINNICKINNIC AV,14,11/18/2019,A
RNR LIQUOR,8333 W MORGAN AV,11,9/24/2019,A
ROAST COFFEE COMPANY,2131 E LOCUST ST,3,7/23/2019,A
ROCHAMBO COFFEE & TEA HOUSE,1317 E BRADY ST,3,5/24/2019,A
ROCK BOTTOM BREWERY,740 N PLANKINTON AV,4,3/5/2020,B
ROCKWELL AUTOMATION- RESTAURANT,1201 S 2ND ST,12,10/31/2019,A
ROCKWELL AUTOMATION- RETAIL,1201 S 2ND ST,12,10/31/2019,A
ROCKY ROCOCO,7600 W CAPITOL DR,5,5/6/2019,A
ROCKY ROCOCO PIZZA & PASTA,4849 S HOWELL AV,13,2/26/2020,A
ROCKY ROCOCO PIZZA & PASTA (29698),8300 W BROWN DEER RD,9,4/9/2019,A
RODEWAY INN & SUITES,4400 S 27TH ST,13,7/3/2019,A
RODIZIO GRILL,777 N WATER ST,4,12/27/2019,A
ROHINGYA BAZAAR,861 W LAYTON AV,13,11/8/2019,A
ROLLMKE #0203,1609 N PROSPECT AV,,10/8/2019,MA
ROMANS FOODS,2441 S 18TH ST,12,3/20/2019,A
ROOM @ THE RUMPUS ROOM,1020 N WATER ST,4,12/2/2019,A
ROOTS FOR THE HOME TEAM-MILWAUKEE,1 S BREWERS WA,,7/27/2019,A
ROQUE PACHECO (ID# 0543),1817 W NATIONAL AV,12,8/22/2019,MA
ROSATI'S PIZZA,145 W OKLAHOMA AV,14,11/26/2019,A
ROUNDING THIRD,6317 W BLUE MOUND RD,10,6/27/2019,A
ROYAL GAS (26548),2012 W COLLEGE AV,13,2/12/2020,A
ROYAL INDA BAR & GRILL,3400 S 27TH ST,11,7/12/2019,A
RS LLC,2008 W CENTER ST,15,6/22/2020,A
RUBENSTIEN PAVILLION- JEWISH HOME AND CARE CENTER,1414 N PROSPECT AVE,4,7/23/2019,A
RUBY'S BAGELS,625 S 5TH ST,12,7/31/2019,T
RUBY'S BAGELS UNIQUE ID #0261,625 S 5TH ST,12,9/3/2019,MA
RUBY'S PETRO,3501 N 60TH ST,10,6/6/2018,A
RUMPUS ROOM- A BARTOLOTTA GASTROPUB,1030 N WATER ST,4,12/2/2019,A
RUNNING REBELS COMMUNITY ORGANIZATION,1300 W FOND DU LAC AV,15,9/19/2018,A
RUYI (JAMAICA JAMAICA GROCERY) POTAWATOMI BINGO CASINO/POTAWATOMI HOTEL,1611 W CANAL ST,8,7/16/2020,A
S & S Liquor,3200 N 27th St,,11/25/2019,P
SA BAI DEE ORIENTAL STORE,3500 W BURNHAM ST,,7/31/2020,A
SABABA CAFE,11270 W PARK PL,5,10/17/2019,A
SABABA CAFE & CATERING,330 E KILBOURN AV,4,4/2/2019,A
SABOR TROPICAL LATIN INSPIRED KITCHEN & LOUNGE,2258 S KINNICKINNIC AV,,7/9/2019,A
SABROSA CAFE & GALLERY,3216 S HOWELL AV,14,6/13/2019,A
SABROSA CAFE & GALLERY,3216 S HOWELL AV,14,6/13/2019,A
SACRED HEART CHURCH,917 N 49TH ST,10,6/28/2019,A
SAINT JOHN'S ON THE LAKE,1840 N PROSPECT AV,4,10/24/2019,A
SAINT KATE- THE ARTS HOTEL (INTERCONTINENTAL MILWAUKEE),139 E KILBOURN AV,4,9/30/2019,A
SAINT ROSE AND SAINT LEO CATHOLIC SCHOOL,514 N 31ST ST,4,11/8/2019,A
SAKETUMI JAPANESE RESTUARANT,714 N MILWAUKEE ST,4,5/4/2018,B
SAL'S NEW YORK PIZZA,2040 W WISCONSIN AV,4,12/18/2019,A
SAL'S PIZZA,2974 N OAKLAND AV,3,8/2/2019,A
SALA,2611 E HAMPSHIRE ST,3,11/21/2019,A
SALAM MIDDLE & HIGH SCHOOL,815 W LAYTON AV,,1/23/2020,T
SAM'S KLUB,8100 N 124TH ST,9,11/16/2018,A
SAM'S MINI MART,5126 W HOWARD AV,11,2/13/2019,
SAM'S TAP,3118 S CHASE AV,14,7/10/2019,A
SAMS FOOD MARKET,1802 W CENTER ST,15,9/6/2018,Pending
SAN DONG,220 W LAYTON AV,13,8/14/2019,A
SAN JUANITA BAKERY,2800 W LINCOLN AV,,8/26/2020,A
SANDWICH GODS LLC,807 W ATKINSON AV,,2/18/2020,Temporarily Closed
SANFORD RESTAURANT,1547 N JACKSON ST,3,12/17/2019,A
SANTINO'S SOCIAL CLUB,352 E STEWART ST,14,10/15/2019,A
SARAH'S KITCHEN,8334 W APPLETON AV,5,12/20/2018,Temporarily Closed
SARAH'S PANTRY,333 W KILBOURN AV,4,1/27/2020,A
SASTA BAZAAR,709 W HISTORIC MITCHELL ST,12,3/3/2020,A
SAV-ON-FOODS,2030 W CLYBOURN ST,4,9/2/2020,A
SAVE-A-LOT FOODS #8013,4821 N 76TH ST,2,8/23/2019,A
SAVE-A-LOT FOODS #8014,6410 N 76TH ST,9,1/3/2020,A
SAVE-A-LOT FOODS #8015,6201 N TEUTONIA AV,9,8/18/2020,P
SAVE-A-LOT FOODS #8033,2322 W OAK ST,,6/11/2019,A
SAVEMORE FOOD MARKET,2900 N 24TH ST,7,9/9/2019,B
SAVORY CATERING & EVENTS,2301 W WISCONSIN AV,4,9/9/2019,A
SAVOY'S,2901 N 5TH ST,6,11/21/2019,A
SAVOY'S,2901 N 5TH ST,6,11/21/2019,P
SAZ'S HOSPITALITY GROUP,201 W WALKER ST,12,10/16/2019,A
SAZ'S STATE HOUSE,5539 W STATE ST,10,2/20/2020,A
SAZ'S STATE HOUSE,5539 W STATE ST,10,2/20/2020,A
SAZAMA'S FINE CATERING,929 N WATER ST,4,3/4/2020,P
SAZAMA'S FINE CATERING,929 N WATER ST,4,3/4/2020,A
SAZON BORIQUA,830 W GREENFIELD AV,12,9/12/2018,Temporarily Closed
SCAFFIDI'S HIDEOUT,1837 N HUMBOLDT AV,3,5/17/2019,A
SCARDINA SPECIALTIES,822 E CHAMBERS ST,3,6/12/2019,A
SCENE I RESTAURANT & LOUNGE,5524 W NORTH AV,10,5/22/2019,A
SCHLITZ PARK CAFE,1555 N RIVERCENTER DR,4,8/12/2019,A
SCHLOTZSKY'S,6800 W BROWN DEER RD,9,3/12/2018,A
SCHNEIDER'S FOOD & DRINK,3717 N 76TH ST,5,11/22/2019,A
SCHULIST TAP,2539 W MITCHELL ST,8,12/4/2019,T
SCHULIST TAP,2539 W MITCHELL ST,8,12/4/2019,A
SCHWABE'S ICE HOUSE,4238 W ORCHARD ST,8,6/13/2018,A
SCOTTY'S BAR & PIZZA,3921 S CLEMENT AV,14,6/21/2019,A
SCRATCH ICE CREAM,2238 N FARWELL AV,3,7/1/2019,A
SCREAMING TUNA #3473,106 W SEEBOTH ST,12,9/19/2019,A
SDS DISCOUNT SALES DOOR #1129,201 S 46TH ST,,5/8/2019,A
SDS DISCOUNT SALES DOOR #1129,201 S 46TH ST,,5/8/2019,A
SEA LION SNACKS- MILWAUKEE COUNTY ZOO,10001 W BLUE MOUND RD,10,6/20/2019,A
SEIGEL LIQUOR,2632 S KINNICKINNIC AV,14,2/5/2020,A
SENDIK'S FOOD MARKETS,824 N 16TH ST,4,12/16/2019,A
SENTRY FOODS #2815,7101 W LISBON AV,10,12/9/2019,A
SENTRY FOODS #2839,9210 W LISBON AV,5,7/7/2020,A
SEOUL KOREAN RESTAURANT,2178 N PROSPECT AV,3,12/11/2019,A
SERENITEA,1414 W WELLS ST,,6/23/2020,A
SEVEN STAR LIQUOR,2223 W FOREST HOME AV,8,9/28/2020,A
SHAH JEE'S,770 N JEFFERSON ST,4,2/20/2020,A
SHAHRAZAD RESTAURANT,2847 N OAKLAND AV,3,9/18/2019,A
SHAKE SHACK,220 E BUFFALO ST,4,10/17/2019,A
SHAKERS CIGAR BAR & WORLD CAFE #3569,422 S 2ND ST,12,12/4/2019,A
SHALOM RESTAURANT,3500 W NATIONAL AV,8,11/5/2019,A
SHAREHOUSE GOODS,5507 W NORTH AV,10,3/13/2019,A
SHARKS FISH & CHICKEN,5653 N 76TH ST,2,4/17/2019,A
SHAWARMA HOUSE,2921 N OAKLAND AV,3,11/19/2019,A
SHEEHAN'S,8741 N GRANVILLE RD,9,9/3/2019,A
SHELL FOOD MART,1319 W NORTH AV,15,2/5/2018,A
SHERMAN PERK COFFEE SHOP,4924 W ROOSEVELT DR,7,9/8/2020,A
SHI CHAI TEA HOUSE / HOOKAH BAR/KABOB HUB,832 E CENTER ST,3,12/2/2019,T
SHIRAZY MARKET PERSIAN FOOD,2864 N OAKLAND AV,3,5/6/2019,A
SHIZEN,100 E CAPITOL DR,6,12/27/2019,A
SHORTY'S CATERING & RESTAURANT,2075 S 13TH ST,12,9/17/2019,A
SHORTY'S CATERING & RESTAURANT,2075 S 13TH ST,12,9/17/2019,A
SHWE NINZE MYANMAR GROCERY STORE,1519 W LINCOLN AV,,2/24/2020,A
SILK/JOKERS/SHOWTIME SPORTS BAR,11400 W SILVER SPRING RD,5,9/17/2019,A
SILVER CITY BBQ & FISH,3521 W NORTH AV,15,6/22/2020,A
SILVER MILLS GAS & FOOD,6001 N TEUTONIA AV,1,8/5/2020,A
SILVER SPRING MARATHON,11006 W SILVER SPRING RD,5,3/5/2020,A
SILVER SPRING MEAT MARKET,6350 W SILVER SPRING DR,9,8/29/2019,A
SIMPLE CAFE,2124 N FARWELL AV,3,9/6/2019,A
SINBAD'S GRILL,11414 W SILVER SPRING DR,5,10/7/2019,A
SINGH GAS,1545 W HOPKINS ST,6,1/22/2018,A
SIP & PURR CAT CAFE,2021 E Ivanhoe PL,3,10/17/2019,A
SJD GROCERY,2808 S 13TH ST,,10/30/2019,T
SK PETRO MART,2501 S 13TH ST,12,5/7/2019,A
SKYBOX SPORTS BAR,2213 N MARTIN L KING JR DR,6,11/26/2019,A
SKYLINE,5518 S 13TH ST,13,7/29/2020,A
SKYWAY FOOD MART,2601 N 35TH ST,15,7/7/2020,A
SLEEP INN & SUITES (21929),4600 S 6TH ST,13,9/17/2019,A
SMALL PIE,2504 E OKLAHOMA AV,14,3/9/2020,A
SMITH BROTHER'S CATFISH STATION,7609 W CAPITOL DR,5,6/26/2019,A
SMOKE SHACK #3678,332 N MILWAUKEE ST,4,12/4/2019,A
SNACK BOYS,814 S 2ND ST,12,12/5/2019,A
SNIFTERS,606 S 5TH ST,12,12/12/2018,A
SNR 05 INC,3465 N 60TH ST,10,8/5/2020,A
SOBELMAN'S PUB & GRILL,1900 W ST PAUL AV,8,9/3/2020,A
SOBELMANS @ MARQUETTE,1601 W WELLS ST,4,8/10/2020,A
SODEXO (721),721 N 17TH ST,4,5/10/2019,A
SODEXO @ FIS CORP CAPE,11000 W LAKE PARK DR,5,10/17/2019,A
SODEXO @ GEHC TOWER,8200 W TOWER AV,9,8/3/2018,A
SODEXO @ MARQUETTE ANNEX,804 N 16TH ST,4,12/12/2018,A
SODEXO CONCESSIONS @ MARQUETTE NE,770 N 12TH ST,4,12/11/2018,A
SODEXO CONCESSIONS @ MARQUETTE NW,770 N 12TH ST,4,12/11/2018,A
SODEXO CONCESSIONS @ MARQUETTE SE,770 N 12TH ST,4,12/11/2018,A
"SODEXO MANAGEMENT, INC@ MARQUETTE- THE BRDIGE",1335 W WISCONSIN AV,4,2/27/2020,A
SODEXO-HARLEY DAVIDSON,3700 W JUNEAU AV,15,5/29/2019,A
SODEXO@ MARQUETTE COBEEN HALL,729 N 11TH ST,4,12/12/2019,A
SODEXO@ MARQUETTE CUDAHY HALL BREW,1313 W WISCONSIN AV,4,8/28/2019,A
SODEXO@ MARQUETTE EAST HALL,915 W WISCONSIN AV,4,2/17/2020,A
SODEXO@ MARQUETTE MASHUDA HALL,1926 W WISCONSIN AV,4,2/16/2018,A
SODEXO@ MARQUETTE MCCORMICK HALL CAFETERIA,1530 W WISCONSIN AV,4,2/23/2018,A
SODEXO@ MARQUETTE SCHROEDER HALL,725 N 13TH ST,4,2/21/2020,A
SOFRITOS VEGA,2302 W FOREST HOME AV,8,12/11/2018,A
SOLO/BLACK ROSE,2856 N OAKLAND AV,3,2/27/2018,A
SOLSTICE- POTAWATOMI BINGO CASINO/POTAWATOMI HOTEL,1611 W CANAL ST,8,8/14/2019,A
SOUL GOOD KITCHEN,6041 N TEUTONIA AV,1,3/6/2020,A
SOUP BROTHERS,209 W FLORIDA ST,12,10/17/2019,A
SOUTH AVE FOOD,2108 S 25TH ST,8,12/19/2019,A
SOUTH SHORE YACHT CLUB,2300 E NOCK ST,14,7/17/2019,A
SOUTH STAR FOOD,2714 S 13TH ST,14,8/21/2019,A
SOUTHGATE CINEMAS,3330 S 30TH ST,11,6/4/2019,A
SOUTHSIDE BEER & LIQOUR,1434 W WINDLAKE AV,12,1/24/2020,A
SP MART,227 W HOLT AV,14,2/20/2019,A
SPEED QUEEN BAR B Q,1130 W WALNUT ST,15,6/30/2020,A
SPEEDWAY #12412,369 W OKLAHOMA AV,14,1/24/2018,A
SPEEDWAY #4025,369 E OKLAHOMA AV,14,2/12/2020,A
SPEEDWAY #4027,907 W GREENFIELD AV,12,6/19/2020,A
SPEEDWAY #4123,8431 W APPLETON AV,5,5/7/2019,A
SPEEDWAY #4129,3869 S 84TH ST,11,5/20/2019,A
SPEEDWAY #4181,9200 W BLUE MOUND RD,10,1/22/2020,A
SPEEDWAY #4214,11800 W SILVER SPRING DR,5,5/16/2019,A
SPEEDWAY #4220,9200 W BURLEIGH ST,5,1/15/2020,A
SPEEDWAY #4220,9200 W BURLEIGH ST,5,1/15/2020,A
SPEEDWAY #4289,9091 N 76TH ST,9,5/21/2019,A
SPEEDWAY #4292,959 W LINCOLN AV,12,3/7/2018,A
SPEEDWAY #4485,1300 W COLLEGE AV,13,1/30/2020,A
SPEEDWAY #4604,800 W LAYTON AV,13,2/19/2019,A
SPEEDWAY #7510,110 W COLLEGE AV,13,2/7/2020,A
SPICE HOUSE,1031 N OLD WORLD THIRD ST,4,6/16/2020,A
SPICE HOUSE,400 N WATER ST,4,7/24/2019,A
SPICE HOUSE,1031 N OLD WORLD THIRD ST,4,6/16/2020,A
SPIRTFIRES ON STATE,5018 W STATE ST,10,7/9/2020,A
SPORTCLUB NOMAD,750 N JEFFERSON ST,4,11/18/2019,A
SPORTCLUB NOMAD,750 N JEFFERSON ST,4,11/18/2019,A
SPRING GARDEN CAFE,1716 W LAYTON AV,13,2/11/2019,
SPRING GARDENS CAFE,1716 W LAYTON AV,13,2/4/2020,A
SPROCKET CAFE,3385 S KINNICKINNIC AV,14,6/21/2019,A
SSP AMERICA- JETBOX,5300 S HOWELL AV,13,5/30/2019,A
ST AUGUSTINE CONGREGATION,2530 S HOWELL AV,14,12/4/2019,A
ST BERNADETTE CONGREATION,8202 W DENVER AV,9,12/21/2018,A
ST GREGORY THE GREAT CONGREGATION,3160 S 63RD ST,11,10/23/2018,A
ST LUKE'S MEDICAL CENTER CAFETERIA,2900 W OKLAHOMA AV,11,10/17/2019,A
ST MARCUS LUTHERAN SCHOOL,2215 N PALMER ST,6,10/16/2019,A
ST MARCUS LUTHERAN SCHOOL,2215 N PALMER ST,6,4/29/2019,A
ST PAUL CONGREGATION,3945 S KANSAS AV,14,9/14/2018,A
ST ROMAN PARISH,1810 W BOLIVAR AV,13,4/26/2018,A
ST SAVA SERBIAN ORTHODOX CATHEDRAL,3201 S 51ST ST,11,5/15/2018,A
ST SEBASTIAN CONGREATION,1712 N 55TH ST,10,3/13/2020,A
ST THERESA CHURCH,9525 W BLUE MOUND RD,10,6/5/2019,A
ST VERONICA CONGREGATION,353 E NORWICH ST,13,9/14/2018,A
ST. AUGUSTINE PREP,2607 S 5TH ST,14,10/31/2019,A
ST. AUGUSTINE PREP,2607 S 5TH ST,14,4/26/2018,A
ST. FRANCIS HOSPITAL,3237 S 16TH ST,13,12/27/2019,A
ST. JOSEPH'S EMPLOYEE CAFETERIA,5000 W CHAMBERS ST,7,12/11/2019,A
ST. LUKE'S MEDICAL CENTER CAFETERIA,2900 W OKLAHOMA AV,11,8/29/2018,A
ST. PAUL FISH CO.,400 N WATER ST,4,2/19/2020,A
ST.JOSAPHAT CONGREGATION,801 W LINCOLN AV,12,3/11/2020,A
STACK'D BURGER BAR,170 S 1ST ST,12,10/22/2019,A
STADIUM CITGO,4229 W GREENFIELD AV,8,3/10/2020,A
STAR CAFE,626 E WISCONSIN AV,,8/13/2019,A
STARBUCK'S (13103),2900 W OKLAHOMA AV,11,6/10/2019,A
STARBUCK'S (18982),515 W WISCONSIN AV,4,2/12/2020,A
STARBUCKS #2268,2551 N DOWNER AV,3,3/10/2020,A
STARBUCKS #2305,1677 N FARWELL AV,3,2/19/2018,A
STARBUCKS #2524,544 E OGDEN AV,4,5/14/2019,A
STARBUCKS #2678,920 N WATER ST,4,6/16/2020,A
STARBUCKS #2715,5610 W CAPITOL DR,2,4/15/2019,A
STARBUCKS #29713,720 W WISCONSIN AV,4,10/3/2018,A
STARBUCKS #29713,720 E WISCONSIN AV,4,10/7/2019,A
STARBUCKS #55437,8235 W BLUE MOUND RD,,7/7/2020,A
STARBUCKS #9941,140 W HOLT AV,14,2/25/2020,A
STARBUCKS COFFEE #2363,1610 W WISCONSIN AV,4,1/31/2020,A
STARBUCKS COFFEE #2512,326 N WATER ST,4,10/1/2019,A
STARBUCKS COFFEE CO #10216,7335 W GOOD HOPE RD,9,1/10/2020,A
STARBUCKS COFFEE CO #21276,4703 S 6TH ST,13,2/26/2020,A
STARBUCKS COFFEE CO #8817,2210 E OKLAHOMA AV,14,6/25/2019,A
STARBUCKS COFFEE COMPANY #17854,3425 S 27TH ST,11,1/28/2020,A
STARBUCKS-CONCESSIONS MALL (17408),5300 S HOWELL AV,13,6/3/2019,A
STARBUCKS-CONCOURSE D,5300 S HOWELL AV,13,7/5/2019,A
STARK FOOD II,4616 W HAMPTON AV,1,12/16/2019,A
STARK FOOD MARKET,1301 W ATKINSON AV,6,8/21/2019,A
STARKS III,6315 W FOND DU LAC AV,2,1/15/2020,A
STARLIGHT MINI MART,5035 W CENTER ST,15,1/17/2019,A
STARLIGHT MINI MART,5035 W CENTER ST,15,1/17/2019,P
STARLITE FOOD,2013 W BURNHAM ST,8,1/7/2020,A
STATION ON THE PARK,812 W LAYTON AV,13,1/27/2020,A
STATION ON THE PARK INC,7537 N TEUTONIA AV,1,8/6/2018,A
STELLA J'S,7434 W CAPITOL DR,2,8/14/2019,A
STENY'S,800 S 2ND ST,12,9/18/2019,A
STEVE'S ON BLUEMOUND,5841 W BLUE MOUND RD,10,7/15/2020,A
STIR FRY (UNION BLDG FOOD COURT) RESTAURANT OPERATIONS- UNIVERSITY OF WISCONSIN MILWAUKEE,2200 E KENWOOD BL,3,2/5/2020,A
STONE BOWL,1958 N FARWELL AV,3,3/4/2020,A
STONE BOWL,1958 N FARWELL AV,3,3/4/2020,P
STONE CREEK COFFEE,275 W WISCONSIN AV,4,10/22/2019,A
STONE CREEK COFFEE,2266 S KINNICKINNIC AV,14,10/28/2019,A
STONE CREEK COFFEE (26836),158 S BARCLAY ST,12,4/22/2019,A
STOP AND SAVE,1400 S 6TH ST,12,2/21/2019,A
STOP N GO OPERATING INC,7609 W CAPITOL DR,5,1/21/2020,A
STOP N SHOP,2905 W FOND DU LAC AV,15,6/8/2020,A
STORY HILL BOTTLE- KITCHEN- CUP,5100 W BLUE MOUND RD,10,3/12/2020,A
STOWERS ENTERPRISE-AMOCO,807 W ATKINSON AV,6,2/18/2020,A
STRAIGHT SHOTS,1503 W OKLAHOMA AV,13,11/2/2018,A
STRANGE TOWN,2101 N PROSPECT AV,3,7/15/2019,P
STRAZ HALL,606 N 13TH ST,4,12/12/2019,A
STUART'S II,411 E WISCONSIN AV,4,5/6/2019,A
STUBBY'S GASTROGRUB & BEER,2060 N HUMBOLDT AV,3,4/23/2019,A
SUBWAY,1200 N VAN BUREN ST,4,12/17/2019,P
SUBWAY,5401 N LOVERS LANE RD,5,2/27/2020,A
SUBWAY,4709 S HOWELL AV,13,1/17/2020,A
SUBWAY,4833 W BURLEIGH ST,7,8/29/2018,Pending
SUBWAY,4825 N 76TH ST,2,11/8/2019,A
SUBWAY,5256 S 27TH ST,13,1/16/2020,A
SUBWAY,3909 N RICHARDS ST,6,10/16/2019,P
SUBWAY,1921  W MITCHELL ST,,6/17/2020,A
SUBWAY,6311 S 13TH ST,13,1/14/2020,A
SUBWAY,3067 N HOLTON ST,6,11/27/2018,A
SUBWAY,3027 S 60TH ST,11,2/12/2020,A
SUBWAY,3179 S 27TH ST,13,1/21/2020,A
SUBWAY,3355 S 27TH ST,11,1/23/2020,A
SUBWAY,3116 N DOWNER AV,3,6/19/2020,P
SUBWAY,2121 S KINNICKINNIC AV,14,3/26/2018,A
SUBWAY #33490,839 W HISTORIC MITCHELL ST,12,11/12/2019,A
SUBWAY (12206),3929 S 76TH ST,11,2/18/2019,A
SUBWAY (14573),506 E MASON ST,4,6/12/2019,A
SUBWAY (19388),8628 N 107TH ST,9,3/13/2019,A
SUBWAY (20005),9109 W BURLEIGH ST,5,2/20/2020,A
SUBWAY (20586),1807 E LOCUST ST,3,3/12/2020,A
SUBWAY (20688),3434 W NORTH AV,15,7/23/2019,A
SUBWAY (20825),683 S HAWLEY RD,10,3/4/2020,A
SUBWAY (20950),7335 W GOOD HOPE RD,9,2/12/2020,P
SUBWAY (21554),5800 W CAPITOL DR,2,2/17/2020,A
SUBWAY (23147),9115 W OKLAHOMA AV,11,4/17/2019,A
SUBWAY (23364),3027 S 60TH ST,11,11/18/2019,A
SUBWAY (250946),2915 S KINNICKINNIC AV,14,6/26/2019,A
SUBWAY (263832),10330 W SILVER SPRING DR,5,5/8/2019,A
SUBWAY (26637),2970 S CHASE AV,14,3/11/2020,A
